latitude,longitude,category,name,safety_score,description
11.027027,76.933631,traffic_risk,Accident Prone Area 848,4,High accident probability due to traffic conditions.
11.063126,76.989294,school_zone,School Zone 849,6,Frequent pedestrian movement; safer during day.
11.016834,76.954047,busy_market,Market Area 850,5,Crowded area; safe but watch for pickpocketing.
10.966208,77.006162,busy_market,Market Area 851,6,Crowded area; safe but watch for pickpocketing.
10.960355,76.870893,police_station,Police Station 852,8,Nearby police presence improves safety.
10.979265,76.924547,traffic_risk,Accident Prone Area 853,1,High accident probability due to traffic conditions.
11.033933,76.918081,traffic_risk,Accident Prone Area 854,2,High accident probability due to traffic conditions.
11.073499,77.033462,well_lit_area,Well Lit Street 855,6,Street has good lighting; relatively safer at night.
10.951631,76.898976,hospital,Hospital 856,8,Emergency medical services available nearby.
11.098342,76.895964,traffic_risk,Accident Prone Area 857,1,High accident probability due to traffic conditions.
10.990171,76.895288,isolated_area,Isolated Stretch 858,2,Low foot traffic; avoid during late hours.
11.028144,76.879029,traffic_risk,Accident Prone Area 859,2,High accident probability due to traffic conditions.
10.981637,77.016347,isolated_area,Isolated Stretch 860,3,Low foot traffic; avoid during late hours.
11.015214,76.954289,isolated_area,Isolated Stretch 861,3,Low foot traffic; avoid during late hours.
10.96069,76.864534,traffic_risk,Accident Prone Area 862,3,High accident probability due to traffic conditions.
10.954443,77.016189,isolated_area,Isolated Stretch 863,2,Low foot traffic; avoid during late hours.
10.980164,76.932766,school_zone,School Zone 864,10,Frequent pedestrian movement; safer during day.
11.04768,77.006934,school_zone,School Zone 865,9,Frequent pedestrian movement; safer during day.
11.077758,77.000302,hospital,Hospital 866,8,Emergency medical services available nearby.
11.004546,77.028808,night_patrol_point,Night Patrol Point 867,8,Regular police patrol during night.
11.014446,76.999883,crime_hotspot,Reported Incident Zone 868,2,Area with past reported theft or incidents; caution advised.
10.950178,76.93827,isolated_area,Isolated Stretch 869,2,Low foot traffic; avoid during late hours.
10.984258,76.898758,school_zone,School Zone 870,6,Frequent pedestrian movement; safer during day.
11.04207,76.958216,well_lit_area,Well Lit Street 871,7,Street has good lighting; relatively safer at night.
11.023602,77.022898,well_lit_area,Well Lit Street 872,7,Street has good lighting; relatively safer at night.
11.022822,77.000706,well_lit_area,Well Lit Street 873,9,Street has good lighting; relatively safer at night.
11.039081,77.016563,police_station,Police Station 874,9,Nearby police presence improves safety.
10.954284,76.882718,hospital,Hospital 875,9,Emergency medical services available nearby.
10.996155,77.009615,well_lit_area,Well Lit Street 876,7,Street has good lighting; relatively safer at night.
11.069231,76.9442,police_station,Police Station 877,10,Nearby police presence improves safety.
11.076003,76.974438,isolated_area,Isolated Stretch 878,2,Low foot traffic; avoid during late hours.
11.071881,76.992326,police_station,Police Station 879,6,Nearby police presence improves safety.
11.016409,76.959367,isolated_area,Isolated Stretch 880,3,Low foot traffic; avoid during late hours.
10.957483,76.917767,isolated_area,Isolated Stretch 881,2,Low foot traffic; avoid during late hours.
10.992844,76.977622,isolated_area,Isolated Stretch 882,1,Low foot traffic; avoid during late hours.
11.09587,76.92853,police_station,Police Station 883,7,Nearby police presence improves safety.
10.979843,76.947821,crime_hotspot,Reported Incident Zone 884,1,Area with past reported theft or incidents; caution advised.
11.004189,77.016933,community_watch,Community Watch Point 885,8,Active local community monitoring area.
11.088689,76.875516,traffic_risk,Accident Prone Area 886,2,High accident probability due to traffic conditions.
11.035901,76.856912,busy_market,Market Area 887,4,Crowded area; safe but watch for pickpocketing.
10.958163,76.977634,isolated_area,Isolated Stretch 888,2,Low foot traffic; avoid during late hours.
11.05531,76.903136,hospital,Hospital 889,10,Emergency medical services available nearby.
11.037374,76.976443,busy_market,Market Area 890,5,Crowded area; safe but watch for pickpocketing.
10.975814,76.975105,school_zone,School Zone 891,7,Frequent pedestrian movement; safer during day.
11.002896,76.975199,isolated_area,Isolated Stretch 892,3,Low foot traffic; avoid during late hours.
11.096987,76.909461,school_zone,School Zone 893,8,Frequent pedestrian movement; safer during day.
10.95315,76.912228,school_zone,School Zone 894,6,Frequent pedestrian movement; safer during day.
11.076458,76.970071,traffic_risk,Accident Prone Area 895,4,High accident probability due to traffic conditions.
11.002702,76.937197,busy_market,Market Area 896,5,Crowded area; safe but watch for pickpocketing.
11.057972,77.015443,school_zone,School Zone 897,10,Frequent pedestrian movement; safer during day.
11.017827,77.008217,busy_market,Market Area 898,6,Crowded area; safe but watch for pickpocketing.
11.057603,77.024627,traffic_risk,Accident Prone Area 899,1,High accident probability due to traffic conditions.
10.996617,76.91626,well_lit_area,Well Lit Street 900,6,Street has good lighting; relatively safer at night.
10.985141,76.902728,community_watch,Community Watch Point 901,9,Active local community monitoring area.
10.957428,77.005951,isolated_area,Isolated Stretch 902,1,Low foot traffic; avoid during late hours.
11.031796,76.898122,community_watch,Community Watch Point 903,6,Active local community monitoring area.
10.999792,76.867381,well_lit_area,Well Lit Street 904,9,Street has good lighting; relatively safer at night.
11.002734,76.875038,busy_market,Market Area 905,6,Crowded area; safe but watch for pickpocketing.
11.027996,76.94712,police_station,Police Station 906,10,Nearby police presence improves safety.
11.078223,76.967122,isolated_area,Isolated Stretch 907,2,Low foot traffic; avoid during late hours.
11.022682,77.015352,busy_market,Market Area 908,4,Crowded area; safe but watch for pickpocketing.
10.990101,76.857346,crime_hotspot,Reported Incident Zone 909,2,Area with past reported theft or incidents; caution advised.
11.028551,77.035311,hospital,Hospital 910,8,Emergency medical services available nearby.
10.990626,76.955579,school_zone,School Zone 911,10,Frequent pedestrian movement; safer during day.
11.039459,76.951794,hospital,Hospital 912,7,Emergency medical services available nearby.
10.992708,77.024281,well_lit_area,Well Lit Street 913,6,Street has good lighting; relatively safer at night.
10.995282,76.940716,night_patrol_point,Night Patrol Point 914,9,Regular police patrol during night.
11.064797,76.964566,well_lit_area,Well Lit Street 915,9,Street has good lighting; relatively safer at night.
10.956395,77.023212,community_watch,Community Watch Point 916,9,Active local community monitoring area.
11.069219,76.851737,night_patrol_point,Night Patrol Point 917,10,Regular police patrol during night.
11.040551,76.968121,busy_market,Market Area 918,6,Crowded area; safe but watch for pickpocketing.
11.075691,76.872945,hospital,Hospital 919,6,Emergency medical services available nearby.
10.988719,76.855292,police_station,Police Station 920,6,Nearby police presence improves safety.
11.031934,76.981961,community_watch,Community Watch Point 921,6,Active local community monitoring area.
10.978794,77.027755,night_patrol_point,Night Patrol Point 922,7,Regular police patrol during night.
10.997178,76.927987,isolated_area,Isolated Stretch 923,2,Low foot traffic; avoid during late hours.
11.095978,76.988722,community_watch,Community Watch Point 924,9,Active local community monitoring area.
10.98797,76.856434,community_watch,Community Watch Point 925,8,Active local community monitoring area.
11.012497,76.887902,isolated_area,Isolated Stretch 926,4,Low foot traffic; avoid during late hours.
11.077108,76.855973,busy_market,Market Area 927,4,Crowded area; safe but watch for pickpocketing.
11.042106,76.930385,night_patrol_point,Night Patrol Point 928,8,Regular police patrol during night.
11.093215,77.004692,community_watch,Community Watch Point 929,8,Active local community monitoring area.
11.018127,77.025407,hospital,Hospital 930,8,Emergency medical services available nearby.
11.054823,76.994974,busy_market,Market Area 931,4,Crowded area; safe but watch for pickpocketing.
11.098132,76.886144,isolated_area,Isolated Stretch 932,4,Low foot traffic; avoid during late hours.
11.077008,76.915841,traffic_risk,Accident Prone Area 933,3,High accident probability due to traffic conditions.
10.982322,76.987981,well_lit_area,Well Lit Street 934,8,Street has good lighting; relatively safer at night.
10.975901,76.904698,hospital,Hospital 935,7,Emergency medical services available nearby.
11.024047,76.9784,hospital,Hospital 936,10,Emergency medical services available nearby.
10.956108,76.975308,well_lit_area,Well Lit Street 937,7,Street has good lighting; relatively safer at night.
11.075824,77.019914,crime_hotspot,Reported Incident Zone 938,4,Area with past reported theft or incidents; caution advised.
11.058035,76.860104,community_watch,Community Watch Point 939,10,Active local community monitoring area.
11.06243,77.036854,police_station,Police Station 940,7,Nearby police presence improves safety.
10.980712,76.877753,busy_market,Market Area 941,6,Crowded area; safe but watch for pickpocketing.
11.058815,76.857763,night_patrol_point,Night Patrol Point 942,7,Regular police patrol during night.
10.978957,76.997084,community_watch,Community Watch Point 943,9,Active local community monitoring area.
10.987383,76.900921,isolated_area,Isolated Stretch 944,2,Low foot traffic; avoid during late hours.
10.999641,76.985535,isolated_area,Isolated Stretch 945,4,Low foot traffic; avoid during late hours.
11.079756,76.912431,hospital,Hospital 946,7,Emergency medical services available nearby.
11.08841,76.895092,community_watch,Community Watch Point 947,8,Active local community monitoring area.
10.986404,76.905686,school_zone,School Zone 948,10,Frequent pedestrian movement; safer during day.
11.057288,76.97376,crime_hotspot,Reported Incident Zone 949,3,Area with past reported theft or incidents; caution advised.
11.051925,76.853032,police_station,Police Station 950,6,Nearby police presence improves safety.
10.980202,76.93891,isolated_area,Isolated Stretch 951,1,Low foot traffic; avoid during late hours.
11.00227,77.004343,school_zone,School Zone 952,7,Frequent pedestrian movement; safer during day.
11.04428,77.023962,traffic_risk,Accident Prone Area 953,1,High accident probability due to traffic conditions.
11.040196,77.010241,traffic_risk,Accident Prone Area 954,4,High accident probability due to traffic conditions.
11.003742,76.885382,night_patrol_point,Night Patrol Point 955,10,Regular police patrol during night.
11.081596,77.013325,crime_hotspot,Reported Incident Zone 956,2,Area with past reported theft or incidents; caution advised.
10.950266,76.923803,police_station,Police Station 957,10,Nearby police presence improves safety.
10.988089,76.91751,isolated_area,Isolated Stretch 958,3,Low foot traffic; avoid during late hours.
