id,category,latitude,longitude,safety_score,geom
1984,street_light,13.130448,80.261575,20,POINT(80.261575 13.130448)
1985,dark_alley,13.014478,80.223909,-20,POINT(80.223909 13.014478)
1986,street_light,13.136651,80.177348,20,POINT(80.177348 13.136651)
1987,dark_alley,12.988595,80.222583,-20,POINT(80.222583 12.988595)
1988,transit_stop,13.012964,80.245796,10,POINT(80.245796 13.012964)
1989,theft_burglary,12.926076,80.30708,-40,POINT(80.30708 12.926076)
1990,hotspot,12.912806,80.287847,-60,POINT(80.287847 12.912806)
1991,transit_stop,13.097896,80.177027,10,POINT(80.177027 13.097896)
1992,assault_robbery,12.911362,80.220814,-100,POINT(80.220814 12.911362)
1993,hospital_clinic,13.092345,80.224531,50,POINT(80.224531 13.092345)
1994,store_24h,13.137967,80.243357,30,POINT(80.243357 13.137967)
1995,hotspot,12.996978,80.222514,-60,POINT(80.222514 12.996978)
1996,transit_stop,12.954657,80.195333,10,POINT(80.195333 12.954657)
1997,store_24h,13.036751,80.279964,30,POINT(80.279964 13.036751)
1998,street_light,13.015469,80.20696,20,POINT(80.20696 13.015469)
1999,street_light,13.0589,80.25232,20,POINT(80.25232 13.0589)
2000,hospital_clinic,13.088435,80.281481,50,POINT(80.281481 13.088435)
